num_params,lr,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,acc_43,acc_44,acc_45,acc_46,acc_47,acc_48,acc_49
294096,0.001,0.3046875,0.3327323718,0.4082532051,0.4737580128,0.4599358974,0.5196314103,0.5106169872,0.5631009615,0.578125,0.5861378205,0.62109375,0.5919471154,0.6336137821,0.6318108974,0.6033653846,0.6518429487,0.5979567308,0.6638621795,0.6540464744,0.6662660256,0.6592548077,0.6600560897,0.6584535256,0.6231971154,0.6756810897,0.687099359,0.6876953125,0.6632612179,0.6959134615,0.7301682692,0.7459935897,0.7473958333,0.7493990385,0.7502003205,0.7473958333,0.7528044872,0.7562099359,0.7518028846,0.7524038462,0.7572115385,0.7558092949,0.7526041667,0.7515625,0.7544070513,0.7586137821,0.7560096154,0.7586137821,0.7580128205,0.7552083333,0.7600160256
263922,0.001,0.2335737179,0.3369391026,0.3127003205,0.4232772436,0.4190705128,0.3908253205,0.4735576923,0.4044471154,0.4817708333,0.4969951923,0.5296875,0.4935897436,0.4975961538,0.5737179487,0.5677083333,0.53125,0.6077724359,0.5651041667,0.4635416667,0.6225961538,0.5879407051,0.6225961538,0.6314102564,0.6073717949,0.6087740385,0.6348157051,0.5962890625,0.5006009615,0.655849359,0.6836939103,0.7013221154,0.6987179487,0.7007211538,0.7019230769,0.7045272436,0.7045272436,0.7029246795,0.7033253205,0.7065304487,0.7073317308,0.7075320513,0.7109375,0.7009765625,0.7083333333,0.7053285256,0.7057291667,0.7123397436,0.7059294872,0.7053285256,0.7139423077
678648,0.001,0.2429887821,0.2898637821,0.390224359,0.4391025641,0.4755608974,0.5102163462,0.5659054487,0.5590945513,0.5572916667,0.5643028846,0.5655048077,0.6013621795,0.6130859375,0.5416666667,0.6105769231,0.5627003205,0.6482371795,0.6274038462,0.6448317308,0.6666666667,0.6354166667,0.6588541667,0.6740785256,0.6668669872,0.6360176282,0.6358173077,0.655849359,0.6546474359,0.670703125,0.7345753205,0.7457932692,0.7459935897,0.7467948718,0.7508012821,0.7506009615,0.7538060897,0.7528044872,0.7520032051,0.7518028846,0.7568108974,0.7540064103,0.7522035256,0.7550080128,0.7544070513,0.75859375,0.7542067308,0.7514022436,0.7562099359,0.7528044872,0.7586137821
399906,0.0004,0.2421875,0.2854567308,0.3004807692,0.3697916667,0.4409054487,0.4507211538,0.4350961538,0.4809695513,0.5144230769,0.5382612179,0.5691105769,0.53046875,0.5282451923,0.5759214744,0.5893429487,0.601161859,0.6428285256,0.5649038462,0.6320112179,0.5773237179,0.6264022436,0.625,0.6073717949,0.625400641,0.671474359,0.6207932692,0.6542467949,0.64609375,0.6438301282,0.7181490385,0.7367788462,0.7369791667,0.7371794872,0.7391826923,0.7395833333,0.7411858974,0.7391826923,0.7393830128,0.7441907051,0.7393830128,0.7409855769,0.7451923077,0.7409855769,0.7408203125,0.7431891026,0.7377804487,0.7431891026,0.742588141,0.7401842949,0.7411858974
370044,0.001,0.2900641026,0.2978766026,0.4362980769,0.4667467949,0.5086137821,0.5162259615,0.5280448718,0.5647035256,0.5498798077,0.5831330128,0.6220703125,0.5983573718,0.6310096154,0.5983573718,0.5875400641,0.6392227564,0.6334134615,0.6538461538,0.5883413462,0.6740785256,0.6494391026,0.6602564103,0.6540464744,0.6606570513,0.6618589744,0.6600560897,0.6546875,0.5929487179,0.6766826923,0.6993189103,0.7167467949,0.7229567308,0.7233573718,0.7185496795,0.7241586538,0.7209535256,0.7255608974,0.7205528846,0.7217548077,0.7235576923,0.7255608974,0.726963141,0.7255859375,0.7273637821,0.7293669872,0.7309695513,0.7287660256,0.7317708333,0.7303685897,0.7303685897
351702,0.001,0.229296875,0.3189102564,0.3886217949,0.4657451923,0.4773637821,0.5068108974,0.5402644231,0.5608974359,0.5741185897,0.5889423077,0.625400641,0.5865384615,0.6243990385,0.6209935897,0.6546474359,0.5975560897,0.6755859375,0.6626602564,0.6790865385,0.6668669872,0.6768830128,0.65625,0.6893028846,0.7003205128,0.7025240385,0.6929086538,0.6995192308,0.7095352564,0.7149439103,0.7457932692,0.7614182692,0.7632211538,0.760546875,0.7598157051,0.7634214744,0.7610176282,0.765625,0.7646233974,0.7650240385,0.7684294872,0.7684294872,0.7696314103,0.7690304487,0.7682291667,0.7718349359,0.7706330128,0.7710336538,0.7726362179,0.7703125,0.773036859
302034,0.001,0.28828125,0.3461538462,0.3521634615,0.3579727564,0.4701522436,0.4667467949,0.4837740385,0.5108173077,0.531650641,0.5070112179,0.5667067308,0.5450721154,0.5554887821,0.5801282051,0.5865384615,0.5923477564,0.5888671875,0.5396634615,0.5735176282,0.5969551282,0.6256009615,0.6227964744,0.6330128205,0.6478365385,0.5903445513,0.6111778846,0.6302083333,0.6328125,0.6330128205,0.6766826923,0.6937099359,0.6985176282,0.6990234375,0.6989182692,0.7011217949,0.6951121795,0.7005208333,0.6989182692,0.6989182692,0.6975160256,0.6979166667,0.7019230769,0.703525641,0.6999198718,0.7083333333,0.7051282051,0.7065304487,0.7081330128,0.705078125,0.7071314103
303900,0.001,0.24140625,0.2908653846,0.398036859,0.4463141026,0.4725560897,0.4793669872,0.5108173077,0.5234375,0.5184294872,0.578525641,0.5322516026,0.5484775641,0.5126201923,0.5366586538,0.5859375,0.6195913462,0.592578125,0.5334535256,0.6195913462,0.6330128205,0.6552483974,0.6123798077,0.6201923077,0.6227964744,0.6380208333,0.6438301282,0.6580528846,0.6666666667,0.6668669872,0.6887019231,0.7079326923,0.7121394231,0.711328125,0.7091346154,0.7123397436,0.7159455128,0.7111378205,0.7137419872,0.7145432692,0.7207532051,0.7131410256,0.7181490385,0.7135416667,0.7153445513,0.7169471154,0.7213541667,0.7197516026,0.7133413462,0.717578125,0.718349359
399540,0.001,0.25859375,0.3275240385,0.3493589744,0.4128605769,0.4745592949,0.4893830128,0.5300480769,0.562900641,0.5264423077,0.6015625,0.5761217949,0.6045673077,0.6282051282,0.6075721154,0.6027644231,0.6326121795,0.624609375,0.6045673077,0.6308092949,0.6021634615,0.6692708333,0.6274038462,0.6456330128,0.6572516026,0.6292067308,0.6764823718,0.6860977564,0.6812900641,0.6961137821,0.7255608974,0.7375801282,0.7377804487,0.74140625,0.7433894231,0.7415865385,0.7395833333,0.7423878205,0.7437900641,0.7413862179,0.7455929487,0.7445913462,0.7479967949,0.7469951923,0.7461939103,0.7451923077,0.7493990385,0.7510016026,0.7506009615,0.7482421875,0.7485977564
537504,0.001,0.240625,0.2720352564,0.3595753205,0.3721955128,0.4563301282,0.4723557692,0.422275641,0.5146233974,0.4284855769,0.5426682692,0.5506810897,0.5851362179,0.5831330128,0.6075721154,0.6171875,0.5975560897,0.61640625,0.5709134615,0.6095753205,0.5989583333,0.640224359,0.6278044872,0.6328125,0.6594551282,0.6280048077,0.6634615385,0.6652644231,0.6846955128,0.6915064103,0.7171474359,0.7315705128,0.7373798077,0.7392578125,0.734375,0.7405849359,0.741786859,0.7375801282,0.7387820513,0.7415865385,0.7421875,0.7411858974,0.7421875,0.7423878205,0.7449919872,0.7365785256,0.7419871795,0.7413862179,0.7465945513,0.7439453125,0.7445913462
321084,0.001,0.2388671875,0.2744391026,0.3371394231,0.3800080128,0.4134615385,0.483974359,0.4701522436,0.5142227564,0.4711538462,0.5328525641,0.5084134615,0.5807291667,0.5775240385,0.5370592949,0.5865384615,0.5793269231,0.5923828125,0.5578926282,0.5835336538,0.6205929487,0.6217948718,0.6454326923,0.6584535256,0.6310096154,0.5661057692,0.6350160256,0.6512419872,0.672275641,0.6925080128,0.7099358974,0.7295673077,0.7307692308,0.7337890625,0.7291666667,0.7313701923,0.7301682692,0.7327724359,0.7327724359,0.734775641,0.7371794872,0.7315705128,0.7375801282,0.7367788462,0.7387820513,0.7329727564,0.7411858974,0.7387820513,0.7375801282,0.7419921875,0.7399839744
357534,0.001,0.2249599359,0.3074919872,0.3776041667,0.3645833333,0.4403044872,0.4667467949,0.461338141,0.4951923077,0.4385016026,0.5372596154,0.530849359,0.5544871795,0.5466746795,0.5310496795,0.5732421875,0.5769230769,0.5969551282,0.5791266026,0.5476762821,0.5813301282,0.6288060897,0.5861378205,0.6101762821,0.6326121795,0.6290064103,0.6462339744,0.6524439103,0.6442307692,0.6510416667,0.6935096154,0.705859375,0.7169471154,0.7091346154,0.7175480769,0.719150641,0.7117387821,0.7141426282,0.7143429487,0.7153445513,0.7123397436,0.7173477564,0.7157451923,0.7169471154,0.7159455128,0.7181490385,0.7197516026,0.719140625,0.7223557692,0.7213541667,0.7221554487
139938,0.001,0.265224359,0.3327323718,0.4016426282,0.4106570513,0.4272836538,0.4637419872,0.4879807692,0.4991987179,0.4975961538,0.5052083333,0.5484775641,0.4583333333,0.5711137821,0.5853365385,0.56171875,0.5755208333,0.5731169872,0.5897435897,0.5955528846,0.5945512821,0.5967548077,0.5799278846,0.6159855769,0.6091746795,0.6278044872,0.641025641,0.6404246795,0.6350160256,0.6380208333,0.6592548077,0.6646484375,0.6670673077,0.6702724359,0.671875,0.6742788462,0.6786858974,0.6762820513,0.6740785256,0.6776842949,0.6766826923,0.6780849359,0.6778846154,0.6760817308,0.6770833333,0.6804887821,0.6808894231,0.68515625,0.6838942308,0.6774839744,0.6764823718
916638,0.001,0.2720703125,0.3611778846,0.4016426282,0.4152644231,0.5268429487,0.5476762821,0.5290464744,0.6213942308,0.5951522436,0.6181891026,0.6484375,0.6608573718,0.6534455128,0.6796875,0.6382211538,0.6700721154,0.65703125,0.6891025641,0.6790865385,0.6814903846,0.7043269231,0.7055288462,0.6975160256,0.6586538462,0.6977163462,0.6973157051,0.6838942308,0.6985176282,0.7151442308,0.7734375,0.7920673077,0.7926682692,0.7916015625,0.7904647436,0.7904647436,0.7926682692,0.7904647436,0.7918669872,0.7958733974,0.7986778846,0.7960737179,0.7966746795,0.7954727564,0.7942708333,0.7938701923,0.7976762821,0.7958733974,0.7958733974,0.7966796875,0.7976762821
913506,0.001,0.248828125,0.327724359,0.3399439103,0.4326923077,0.4951923077,0.5408653846,0.5548878205,0.586338141,0.5765224359,0.5995592949,0.6131810897,0.6139823718,0.6472355769,0.6620592949,0.6812900641,0.6640625,0.6716796875,0.6418269231,0.6748798077,0.6796875,0.6818910256,0.6875,0.7013221154,0.6953125,0.6901041667,0.6772836538,0.6929086538,0.7179487179,0.7203525641,0.7678285256,0.781650641,0.7786458333,0.785546875,0.7836538462,0.781650641,0.7796474359,0.7822516026,0.7818509615,0.7868589744,0.7856570513,0.7830528846,0.7848557692,0.7878605769,0.7846554487,0.7822516026,0.7868589744,0.7846554487,0.7874599359,0.78515625,0.7866586538
