num_params,lr,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20,acc_21,acc_22,acc_23,acc_24,acc_25,acc_26,acc_27,acc_28,acc_29,acc_30,acc_31,acc_32,acc_33,acc_34,acc_35,acc_36,acc_37,acc_38,acc_39,acc_40,acc_41,acc_42,acc_43,acc_44,acc_45,acc_46,acc_47,acc_48,acc_49
311328,0.001,0.3137019231,0.3970352564,0.4186698718,0.4655448718,0.5282451923,0.4825721154,0.5574919872,0.5402644231,0.5200320513,0.5610977564,0.5587890625,0.5404647436,0.6061698718,0.5877403846,0.5783253205,0.5947516026,0.6103766026,0.6073717949,0.6143830128,0.6340144231,0.6131810897,0.6288060897,0.6390224359,0.640224359,0.6622596154,0.6494391026,0.653515625,0.6520432692,0.6590544872,0.6911057692,0.7041266026,0.7069310897,0.7067307692,0.710536859,0.7097355769,0.7101362179,0.7127403846,0.7097355769,0.7115384615,0.7087339744,0.7099358974,0.7137419872,0.71640625,0.7165464744,0.7141426282,0.7153445513,0.7159455128,0.7155448718,0.7141426282,0.7169471154
821424,0.001,0.1650641026,0.3203125,0.328525641,0.3515625,0.3603766026,0.4903846154,0.5202323718,0.4817708333,0.5456730769,0.5993589744,0.555088141,0.5945512821,0.6283203125,0.6209935897,0.5885416667,0.6578525641,0.6610576923,0.6514423077,0.6364182692,0.6614583333,0.6658653846,0.6973157051,0.6828926282,0.6939102564,0.6943108974,0.6498397436,0.6734775641,0.6740785256,0.7119140625,0.7522035256,0.765224359,0.7698317308,0.7720352564,0.7726362179,0.7772435897,0.7764423077,0.7786458333,0.7736378205,0.7768429487,0.7746394231,0.7776442308,0.7746394231,0.7774439103,0.7762419872,0.7802734375,0.7768429487,0.7806490385,0.7800480769,0.7758413462,0.7762419872
523434,0.001,0.2978766026,0.3627804487,0.3747996795,0.4140625,0.476963141,0.5038060897,0.5382612179,0.5408653846,0.5743189103,0.5240384615,0.5771233974,0.5594951923,0.5761217949,0.5520833333,0.605859375,0.6121794872,0.6023637821,0.5865384615,0.6274038462,0.6526442308,0.6085737179,0.6382211538,0.6606570513,0.6620592949,0.6378205128,0.6574519231,0.6568509615,0.6706730769,0.6264022436,0.6931089744,0.708203125,0.7119391026,0.7121394231,0.7161458333,0.7127403846,0.7165464744,0.7165464744,0.7157451923,0.7201522436,0.7213541667,0.7205528846,0.7217548077,0.7235576923,0.7213541667,0.7225560897,0.7211538462,0.7234375,0.7205528846,0.7211538462,0.7221554487
409008,0.001,0.2395833333,0.3074919872,0.3695913462,0.4308894231,0.444911859,0.5348557692,0.5446714744,0.5496794872,0.5178285256,0.5266426282,0.60625,0.5715144231,0.5817307692,0.6143830128,0.6478365385,0.616786859,0.5887419872,0.6508413462,0.6584535256,0.6674679487,0.6634615385,0.6596554487,0.6578525641,0.6830929487,0.7019230769,0.6456330128,0.706640625,0.6704727564,0.7149439103,0.7309695513,0.7518028846,0.7532051282,0.7562099359,0.7542067308,0.7584134615,0.7588141026,0.7598157051,0.757411859,0.7570112179,0.7590144231,0.7604166667,0.7620192308,0.7638671875,0.7616185897,0.7632211538,0.7638221154,0.7618189103,0.7618189103,0.7648237179,0.7654246795
501072,0.001,0.2453926282,0.3435496795,0.3603766026,0.4286858974,0.4657451923,0.5018028846,0.5216346154,0.5388621795,0.5450721154,0.5727163462,0.6007612179,0.5895432692,0.596875,0.5995592949,0.6350160256,0.6191907051,0.5999599359,0.6388221154,0.6546474359,0.6133814103,0.6408253205,0.6518429487,0.6229967949,0.648838141,0.6564503205,0.6436298077,0.6227964744,0.6959134615,0.68125,0.7133413462,0.7233573718,0.7235576923,0.7271634615,0.7249599359,0.734775641,0.7307692308,0.7301682692,0.7309695513,0.7353766026,0.7309695513,0.7307692308,0.733974359,0.7357772436,0.734375,0.7337890625,0.7375801282,0.7333733974,0.7267628205,0.7253605769,0.7311698718
418176,0.001,0.3235176282,0.3848157051,0.4352964744,0.4807692308,0.4723557692,0.4871794872,0.4923878205,0.5867387821,0.5582932692,0.5929487179,0.6232421875,0.5612980769,0.5667067308,0.6141826923,0.6195913462,0.6512419872,0.6322115385,0.6572516026,0.5859375,0.6568509615,0.6856971154,0.6518429487,0.6744791667,0.6899038462,0.7025240385,0.6656650641,0.7171875,0.7049278846,0.7195512821,0.7353766026,0.749599359,0.7576121795,0.7598157051,0.7584134615,0.7554086538,0.7610176282,0.7610176282,0.757411859,0.7552083333,0.7618189103,0.7562099359,0.7626201923,0.767578125,0.7644230769,0.7604166667,0.7632211538,0.7632211538,0.7640224359,0.7648237179,0.7636217949
250644,0.001,0.2435897436,0.2680288462,0.3619791667,0.3655849359,0.3974358974,0.4114583333,0.4120592949,0.3972355769,0.4589342949,0.366786859,0.49453125,0.4098557692,0.4745592949,0.5370592949,0.4961939103,0.515224359,0.4238782051,0.5296474359,0.4202724359,0.5208333333,0.5382612179,0.5963541667,0.5402644231,0.4967948718,0.5943509615,0.6111778846,0.59921875,0.5548878205,0.6023637821,0.6542467949,0.6620592949,0.6700721154,0.6726762821,0.6642628205,0.6694711538,0.6740785256,0.6760817308,0.6746794872,0.671474359,0.6752804487,0.6899038462,0.6816907051,0.683203125,0.6752804487,0.6762820513,0.6778846154,0.6834935897,0.6758814103,0.6836939103,0.6866987179
593376,0.001,0.234375,0.3874198718,0.3229166667,0.445713141,0.4517227564,0.4881810897,0.5282451923,0.5134214744,0.5352564103,0.569911859,0.571484375,0.5576923077,0.5947516026,0.5576923077,0.5995592949,0.6171875,0.6247996795,0.6125801282,0.5719150641,0.6584535256,0.6436298077,0.672275641,0.6670673077,0.6758814103,0.6396233974,0.6600560897,0.6662109375,0.6358173077,0.6834935897,0.7165464744,0.7365785256,0.734775641,0.7391826923,0.7367788462,0.7383814103,0.734775641,0.7415865385,0.7421875,0.7393830128,0.7401842949,0.7375801282,0.7395833333,0.7431640625,0.7419871795,0.7423878205,0.7429887821,0.7449919872,0.7443910256,0.7469951923,0.7471955128
737652,0.001,0.2506009615,0.3633814103,0.4178685897,0.4451121795,0.5414663462,0.5084134615,0.5689102564,0.5693108974,0.533984375,0.5492788462,0.6227964744,0.6001602564,0.5955528846,0.6394230769,0.6484375,0.6314102564,0.5625,0.6394230769,0.6684695513,0.6390224359,0.695713141,0.5989583333,0.6866987179,0.6398237179,0.6826171875,0.6935096154,0.6951121795,0.6997195513,0.703525641,0.7552083333,0.7678285256,0.7702323718,0.7732371795,0.7708333333,0.7736378205,0.7708333333,0.7720352564,0.7734375,0.7752403846,0.7716346154,0.77421875,0.7740384615,0.7770432692,0.7762419872,0.7746394231,0.7722355769,0.7788461538,0.7758413462,0.7734375,0.7778445513
144126,0.001,0.2524038462,0.2802483974,0.3770032051,0.3739983974,0.3088942308,0.4280849359,0.4266826923,0.4567307692,0.4810546875,0.4593349359,0.4971955128,0.4929887821,0.483974359,0.5376602564,0.5178285256,0.5470753205,0.5622996795,0.5444711538,0.5665064103,0.5584935897,0.5350560897,0.5879407051,0.5727163462,0.5961538462,0.5703125,0.5572916667,0.5823317308,0.6131810897,0.5759214744,0.6482371795,0.6588541667,0.655849359,0.6578525641,0.6570512821,0.6574519231,0.6600560897,0.6642628205,0.6628605769,0.6576522436,0.6588541667,0.662890625,0.6698717949,0.6642628205,0.6676682692,0.6660657051,0.6624599359,0.6552483974,0.6608573718,0.6666666667,0.6678685897
324840,0.0004,0.1911057692,0.3209134615,0.3697916667,0.4192708333,0.4407051282,0.4140625,0.5144230769,0.5520833333,0.4142628205,0.5005859375,0.5296474359,0.4557291667,0.5897435897,0.5046073718,0.530849359,0.5743189103,0.5905448718,0.6179887821,0.6350160256,0.6360176282,0.6157852564,0.6159855769,0.5783253205,0.6203926282,0.6404246795,0.644140625,0.6512419872,0.6141826923,0.6318108974,0.6818910256,0.6969150641,0.6993189103,0.703525641,0.7013221154,0.6999198718,0.702724359,0.7023237179,0.7009214744,0.7057291667,0.7049278846,0.7061298077,0.7017578125,0.7061298077,0.7049278846,0.7041266026,0.7037259615,0.7081330128,0.7047275641,0.7103365385,0.7111378205
545076,0.001,0.2249599359,0.2842548077,0.2069310897,0.3886217949,0.2854567308,0.4304887821,0.4272836538,0.3677884615,0.4337890625,0.4617387821,0.4348958333,0.508213141,0.4715544872,0.4799679487,0.5544871795,0.5432692308,0.4817708333,0.547275641,0.4773637821,0.5817307692,0.5310496795,0.5334535256,0.5446714744,0.5572916667,0.557421875,0.5821314103,0.6035657051,0.594150641,0.633213141,0.6710737179,0.6933092949,0.6983173077,0.7001201923,0.7007211538,0.7045272436,0.703125,0.7073317308,0.7043269231,0.7075320513,0.7055288462,0.7083984375,0.7085336538,0.7061298077,0.711338141,0.7117387821,0.7115384615,0.7147435897,0.7141426282,0.7151442308,0.7117387821
700404,0.001,0.2141426282,0.3118990385,0.3044871795,0.3689903846,0.4352964744,0.4673477564,0.5034054487,0.4903846154,0.4891826923,0.5813301282,0.5452724359,0.4885817308,0.6138671875,0.5795272436,0.5745192308,0.5747195513,0.6001602564,0.640224359,0.6037660256,0.6668669872,0.6740785256,0.6744791667,0.6500400641,0.7017227564,0.6570512821,0.6646634615,0.6314102564,0.6919070513,0.69140625,0.7479967949,0.7634214744,0.7628205128,0.7692307692,0.7684294872,0.7666266026,0.7688301282,0.7644230769,0.7718349359,0.773838141,0.7742387821,0.7698317308,0.7710336538,0.773036859,0.7680288462,0.7712890625,0.7716346154,0.7710336538,0.7754407051,0.7698317308,0.7698317308
798174,0.001,0.226963141,0.3233173077,0.3032852564,0.2998798077,0.3343349359,0.3195112179,0.4375,0.3752003205,0.4736328125,0.4391025641,0.5340544872,0.5492788462,0.5745192308,0.5669070513,0.4703525641,0.5927483974,0.5921474359,0.5929487179,0.6099759615,0.5795272436,0.6059695513,0.6007612179,0.5793269231,0.5957532051,0.646875,0.5997596154,0.6195913462,0.6432291667,0.6141826923,0.6780849359,0.6903044872,0.6931089744,0.6995192308,0.6983173077,0.6977163462,0.7017227564,0.7021233974,0.702724359,0.702724359,0.702724359,0.7068359375,0.7033253205,0.7063301282,0.7091346154,0.7065304487,0.7115384615,0.7077323718,0.7085336538,0.7053285256,0.7087339744
861570,0.001,0.2828525641,0.3609775641,0.4012419872,0.4362980769,0.4725560897,0.5170272436,0.5364583333,0.5232371795,0.5574919872,0.5044070513,0.5873046875,0.5494791667,0.5947516026,0.5969551282,0.6262019231,0.6594551282,0.6682692308,0.6602564103,0.6314102564,0.6492387821,0.6762820513,0.687099359,0.6652644231,0.6987179487,0.6917067308,0.7013221154,0.6578125,0.6965144231,0.6860977564,0.7371794872,0.741786859,0.7457932692,0.7483974359,0.7491987179,0.7510016026,0.7536057692,0.7576121795,0.7596153846,0.7568108974,0.7546073718,0.7548076923,0.7616185897,0.759765625,0.7568108974,0.7530048077,0.7580128205,0.7584134615,0.7588141026,0.7588141026,0.7592147436
628110,0.001,0.2135416667,0.3173076923,0.3567708333,0.4160657051,0.4667467949,0.4873798077,0.5111328125,0.4549278846,0.5430689103,0.5462740385,0.578125,0.5456730769,0.5627003205,0.577724359,0.5743189103,0.5759214744,0.5717147436,0.633213141,0.5823317308,0.6388221154,0.6522435897,0.5771233974,0.6537109375,0.6320112179,0.6362179487,0.6362179487,0.648838141,0.6552483974,0.6616586538,0.6961137821,0.7069310897,0.7117387821,0.7099358974,0.7121394231,0.7079326923,0.7147435897,0.7091346154,0.7095352564,0.71171875,0.7127403846,0.7125400641,0.7173477564,0.7141426282,0.7179487179,0.718349359,0.7123397436,0.7137419872,0.7159455128,0.71875,0.7141426282
412146,0.001,0.2546073718,0.367588141,0.4453125,0.4689503205,0.523036859,0.4947916667,0.4529246795,0.4903846154,0.5302734375,0.530849359,0.5494791667,0.5374599359,0.608974359,0.5590945513,0.609775641,0.6161858974,0.625,0.5995592949,0.6342147436,0.6366185897,0.648036859,0.6378205128,0.6015625,0.6384214744,0.651953125,0.6596554487,0.6322115385,0.6426282051,0.6720753205,0.7133413462,0.7299679487,0.7285657051,0.7295673077,0.7267628205,0.7333733974,0.7325721154,0.7319711538,0.7309695513,0.7315705128,0.7323717949,0.7326171875,0.733974359,0.7359775641,0.7397836538,0.7375801282,0.7411858974,0.7307692308,0.734775641,0.7371794872,0.7371794872
281112,0.001,0.2518028846,0.3541666667,0.4453125,0.4439102564,0.4278846154,0.4895833333,0.5109375,0.4467147436,0.5643028846,0.5214342949,0.5861378205,0.5755208333,0.5440705128,0.6041666667,0.617588141,0.6344150641,0.6388221154,0.6346153846,0.6392227564,0.6514423077,0.6546474359,0.640224359,0.6533203125,0.6404246795,0.6620592949,0.6692708333,0.6023637821,0.6428285256,0.6756810897,0.6953125,0.7173477564,0.71875,0.7217548077,0.7241586538,0.7249599359,0.7247596154,0.7241586538,0.726161859,0.729296875,0.7237580128,0.7225560897,0.7245592949,0.7251602564,0.7251602564,0.726161859,0.7253605769,0.7231570513,0.7289663462,0.7265625,0.7295673077
276174,0.001,0.2580128205,0.2822516026,0.3836137821,0.3928285256,0.367588141,0.4230769231,0.50234375,0.3780048077,0.5118189103,0.5132211538,0.5264423077,0.5022035256,0.5264423077,0.5408653846,0.5711137821,0.5681089744,0.5807291667,0.5649038462,0.5506810897,0.5791266026,0.5851362179,0.5953525641,0.577734375,0.5697115385,0.5859375,0.6223958333,0.5791266026,0.6225961538,0.6227964744,0.6430288462,0.6508413462,0.6530448718,0.65625,0.6564503205,0.6548477564,0.6614583333,0.6574519231,0.6550480769,0.6591796875,0.65625,0.6590544872,0.6592548077,0.6656650641,0.6598557692,0.6628605769,0.6604567308,0.6638621795,0.6630608974,0.664463141,0.6686698718
180540,0.001,0.2209535256,0.359775641,0.3956330128,0.4807692308,0.4549278846,0.53125,0.5190304487,0.5641025641,0.5857371795,0.5989583333,0.6005859375,0.6205929487,0.5787259615,0.6223958333,0.6225961538,0.5879407051,0.6532451923,0.6604567308,0.6594551282,0.6680689103,0.6490384615,0.6788862179,0.6628605769,0.671875,0.6834935897,0.6893028846,0.652734375,0.694911859,0.6941105769,0.7091346154,0.7229567308,0.7253605769,0.7245592949,0.7201522436,0.7251602564,0.7259615385,0.7229567308,0.7275641026,0.7275641026,0.7271634615,0.7289663462,0.7325721154,0.728125,0.7293669872,0.7289663462,0.7351762821,0.7275641026,0.7319711538,0.7321714744,0.7315705128
524358,0.001,0.2694310897,0.3852163462,0.4274839744,0.4567307692,0.4757612179,0.4811698718,0.5510817308,0.5248046875,0.5128205128,0.5274439103,0.5677083333,0.5981570513,0.6153846154,0.6015625,0.6215945513,0.5845352564,0.6133814103,0.6336137821,0.6470352564,0.6504407051,0.6630608974,0.6620592949,0.6648637821,0.6421875,0.6219951923,0.6602564103,0.6784855769,0.6732772436,0.6706730769,0.7081330128,0.719150641,0.7209535256,0.7247596154,0.7267628205,0.7307692308,0.7281650641,0.7311698718,0.7321714744,0.7337740385,0.73125,0.7225560897,0.7299679487,0.7325721154,0.7349759615,0.7315705128,0.7299679487,0.7309695513,0.7273637821,0.7337740385,0.7305689103
360996,0.001,0.2163461538,0.2798477564,0.3990384615,0.4399038462,0.4563301282,0.4483173077,0.51875,0.5150240385,0.555088141,0.5757211538,0.5961538462,0.5881410256,0.5819310897,0.5845352564,0.5935496795,0.6225961538,0.5885416667,0.6003605769,0.6322115385,0.6195913462,0.5879407051,0.6398237179,0.625390625,0.5520833333,0.6600560897,0.6247996795,0.6450320513,0.6484375,0.6564503205,0.6826923077,0.6977163462,0.7039262821,0.703525641,0.7049278846,0.7059294872,0.7121394231,0.7063301282,0.7073317308,0.71015625,0.7055288462,0.7143429487,0.7157451923,0.7125400641,0.7101362179,0.7131410256,0.7073317308,0.7135416667,0.7091346154,0.7139423077,0.7103365385
469404,0.001,0.2570112179,0.2892628205,0.3904246795,0.3942307692,0.4931891026,0.4737580128,0.5408653846,0.5194310897,0.5712890625,0.5907451923,0.5983573718,0.5967548077,0.6035657051,0.6239983974,0.6434294872,0.6035657051,0.6187900641,0.6239983974,0.6672676282,0.6614583333,0.6548477564,0.6426282051,0.6564503205,0.6820913462,0.6716796875,0.6738782051,0.6830929487,0.6702724359,0.6700721154,0.7209535256,0.734375,0.7299679487,0.7361778846,0.7337740385,0.7341746795,0.7393830128,0.7297676282,0.7385817308,0.7365785256,0.7385817308,0.7357421875,0.7363782051,0.7393830128,0.7369791667,0.7445913462,0.7437900641,0.7419871795,0.7423878205,0.7371794872,0.7381810897
392880,0.001,0.2463942308,0.3088942308,0.3663862179,0.4022435897,0.4641426282,0.4725560897,0.502734375,0.5248397436,0.5406650641,0.5757211538,0.5002003205,0.5919471154,0.5977564103,0.5975560897,0.6021634615,0.6101762821,0.6590544872,0.6674679487,0.6622596154,0.6616586538,0.6596554487,0.6648637821,0.6404296875,0.6454326923,0.6838942308,0.6780849359,0.6730769231,0.6929086538,0.6985176282,0.71875,0.7367788462,0.7393830128,0.7369791667,0.7421875,0.7415865385,0.7413862179,0.7407852564,0.7365785256,0.7423828125,0.7415865385,0.7445913462,0.7407852564,0.7465945513,0.7469951923,0.7449919872,0.7431891026,0.7411858974,0.7449919872,0.7475961538,0.75
383976,0.001,0.3046875,0.3187099359,0.3956330128,0.4340945513,0.4703125,0.4857772436,0.5210336538,0.5100160256,0.5210336538,0.5612980769,0.5460737179,0.5408653846,0.5536858974,0.5887419872,0.5899439103,0.5352564103,0.601161859,0.5859375,0.5909455128,0.5735176282,0.6396484375,0.6221955128,0.6418269231,0.6193910256,0.6374198718,0.6452323718,0.6462339744,0.6107772436,0.6225961538,0.6877003205,0.6975160256,0.6997195513,0.6989182692,0.7033253205,0.7029246795,0.7013221154,0.703515625,0.7053285256,0.702724359,0.702724359,0.7055288462,0.7069310897,0.7069310897,0.7083333333,0.7129407051,0.710536859,0.7103365385,0.710536859,0.7133413462,0.7077323718
287172,0.001,0.2145432692,0.2974759615,0.3828125,0.4280849359,0.422275641,0.3544921875,0.3836137821,0.5202323718,0.4901842949,0.5378605769,0.5178285256,0.562900641,0.5843349359,0.5572916667,0.6121794872,0.5709134615,0.6276041667,0.6274038462,0.6227964744,0.6247996795,0.6073717949,0.643359375,0.5797275641,0.6376201923,0.6278044872,0.6510416667,0.6304086538,0.6330128205,0.640224359,0.6810897436,0.6961137821,0.695713141,0.6979166667,0.6939102564,0.6967147436,0.6943108974,0.6961137821,0.6990234375,0.6967147436,0.6991185897,0.7005208333,0.7011217949,0.6981169872,0.6987179487,0.7001201923,0.7005208333,0.7021233974,0.7017227564,0.7049278846,0.7001201923
557028,0.001,0.2502003205,0.2622195513,0.3127003205,0.4150641026,0.4052734375,0.414463141,0.4983974359,0.5164262821,0.5334535256,0.5432692308,0.5266426282,0.5568910256,0.5610977564,0.5853365385,0.5188301282,0.5889423077,0.5480769231,0.6189903846,0.6003605769,0.6231971154,0.6345703125,0.640224359,0.6468349359,0.6468349359,0.6672676282,0.6582532051,0.6302083333,0.6712740385,0.6502403846,0.6909054487,0.7137419872,0.7129407051,0.7161458333,0.7157451923,0.7127403846,0.7193509615,0.719921875,0.719150641,0.7121394231,0.71875,0.7209535256,0.7167467949,0.7207532051,0.7211538462,0.7175480769,0.7297676282,0.7235576923,0.7215544872,0.7257612179,0.7237580128
254550,0.001,0.2427884615,0.3747996795,0.3020833333,0.4026442308,0.4771484375,0.4479166667,0.4469150641,0.4833733974,0.5240384615,0.4819711538,0.5462740385,0.5226362179,0.5645032051,0.5727163462,0.5735176282,0.5939503205,0.5819310897,0.5871394231,0.6101762821,0.5130208333,0.6080078125,0.5981570513,0.5803285256,0.6478365385,0.6165865385,0.632411859,0.6556490385,0.6336137821,0.6356169872,0.6808894231,0.6931089744,0.6955128205,0.6985176282,0.6961137821,0.6991185897,0.6997195513,0.701953125,0.7009214744,0.7033253205,0.6997195513,0.7051282051,0.6965144231,0.703125,0.7065304487,0.7065304487,0.7055288462,0.7057291667,0.7045272436,0.7037259615,0.7085336538
1088652,0.001,0.2610176282,0.2566105769,0.2676282051,0.3493589744,0.2896484375,0.3928285256,0.4318910256,0.3956330128,0.4991987179,0.4166666667,0.5440705128,0.5635016026,0.4953926282,0.4801682692,0.5562900641,0.5773237179,0.5631009615,0.6133814103,0.562099359,0.6306089744,0.6208984375,0.6342147436,0.609375,0.6426282051,0.6386217949,0.6318108974,0.663661859,0.6584535256,0.6634615385,0.7107371795,0.726963141,0.7323717949,0.7323717949,0.7337740385,0.7315705128,0.7391826923,0.7349609375,0.7381810897,0.7409855769,0.7381810897,0.7419871795,0.7409855769,0.7383814103,0.7453926282,0.7445913462,0.7447916667,0.742588141,0.7383814103,0.7453926282,0.7485977564
708210,0.0004,0.2367788462,0.297275641,0.2922676282,0.359375,0.3946314103,0.4250801282,0.4138621795,0.5064453125,0.4186698718,0.460536859,0.4985977564,0.5222355769,0.5184294872,0.4413060897,0.5354567308,0.5478766026,0.4801682692,0.5314503205,0.5576923077,0.5741185897,0.5450721154,0.562900641,0.5633012821,0.557421875,0.5504807692,0.5132211538,0.5524839744,0.5997596154,0.5947516026,0.6472355769,0.6664663462,0.6696714744,0.6658653846,0.6666666667,0.6660657051,0.6702724359,0.6716746795,0.6734775641,0.6676682692,0.670703125,0.6766826923,0.6744791667,0.6728766026,0.6742788462,0.6726762821,0.6752804487,0.6776842949,0.6786858974,0.6762820513,0.680088141
526278,0.001,0.2714342949,0.3381410256,0.3876953125,0.4010416667,0.4102564103,0.4809695513,0.4935897436,0.5078125,0.5324519231,0.5432692308,0.5859375,0.5580929487,0.5729166667,0.5921474359,0.5404647436,0.577724359,0.5737179487,0.6233974359,0.6037109375,0.5817307692,0.6440304487,0.6492387821,0.5997596154,0.5991586538,0.6550480769,0.6676682692,0.6282051282,0.6716746795,0.6512419872,0.7127403846,0.7259615385,0.7279647436,0.7271634615,0.7299679487,0.7302734375,0.7283653846,0.7325721154,0.7289663462,0.7357772436,0.733974359,0.7341746795,0.7313701923,0.7275641026,0.7359775641,0.7319711538,0.7351762821,0.7331730769,0.7351762821,0.7319711538,0.734775641
1020990,0.001,0.1997195513,0.3407451923,0.2510016026,0.4545272436,0.3691907051,0.5026041667,0.5115234375,0.390224359,0.5721153846,0.5478766026,0.5889423077,0.5328525641,0.5108173077,0.5895432692,0.6233974359,0.6145833333,0.6728766026,0.6626602564,0.671474359,0.6139823718,0.6656650641,0.6550480769,0.66875,0.6630608974,0.6798878205,0.6472355769,0.6594551282,0.7069310897,0.7029246795,0.7465945513,0.7720352564,0.7734375,0.7724358974,0.7768429487,0.7720352564,0.7762419872,0.7768429487,0.7752403846,0.7791015625,0.7722355769,0.7800480769,0.7714342949,0.7752403846,0.7734375,0.7746394231,0.7724358974,0.7776442308,0.7746394231,0.7770432692,0.7766426282
615750,0.001,0.3181089744,0.3673878205,0.40859375,0.4433092949,0.4509214744,0.5280448718,0.5120192308,0.5655048077,0.5775240385,0.5911458333,0.546474359,0.5947516026,0.5719150641,0.6508413462,0.5927483974,0.6462339744,0.6716746795,0.6500400641,0.6580078125,0.6211939103,0.6826923077,0.6953125,0.6991185897,0.6858974359,0.702724359,0.6762820513,0.6432291667,0.6883012821,0.7127403846,0.7471955128,0.7568108974,0.7616185897,0.7642227564,0.7628205128,0.766796875,0.7668269231,0.7678285256,0.7662259615,0.7688301282,0.7640224359,0.765625,0.7704326923,0.7696314103,0.7672275641,0.7668269231,0.7694310897,0.7694310897,0.7728365385,0.7712339744,0.7692307692
839916,0.001,0.1538461538,0.2596153846,0.2852564103,0.3453525641,0.3525390625,0.3804086538,0.4322916667,0.4120592949,0.4477163462,0.4931891026,0.5296474359,0.3575721154,0.4232772436,0.5903445513,0.5659054487,0.5761217949,0.5845352564,0.5985576923,0.6149839744,0.5909455128,0.58203125,0.6143830128,0.6330128205,0.6696714744,0.6239983974,0.6532451923,0.6836939103,0.6013621795,0.5951522436,0.7129407051,0.726161859,0.7293669872,0.7351762821,0.7319711538,0.7345753205,0.7369791667,0.7375,0.7351762821,0.7363782051,0.7435897436,0.7369791667,0.7409855769,0.7409855769,0.7373798077,0.7367788462,0.7431891026,0.7463942308,0.7427884615,0.7415865385,0.7405849359
646020,0.001,0.2630208333,0.3203125,0.3898237179,0.415625,0.4671474359,0.4945913462,0.5248397436,0.5154246795,0.5522836538,0.5570913462,0.5536858974,0.5242387821,0.5819310897,0.5294471154,0.5979567308,0.5805288462,0.5753205128,0.5909455128,0.6035657051,0.593359375,0.5484775641,0.5993589744,0.6264022436,0.5999599359,0.6326121795,0.6286057692,0.6107772436,0.5514823718,0.6454326923,0.6889022436,0.7099358974,0.7077323718,0.711338141,0.7129407051,0.7115384615,0.712109375,0.7199519231,0.7129407051,0.7159455128,0.7151442308,0.7147435897,0.719150641,0.7193509615,0.7181490385,0.719150641,0.7185496795,0.718349359,0.7213541667,0.7193509615,0.7167467949
403716,0.001,0.2650240385,0.2676282051,0.2942708333,0.3141025641,0.4419070513,0.4830078125,0.4194711538,0.5248397436,0.5126201923,0.5835336538,0.5641025641,0.5977564103,0.5735176282,0.5893429487,0.5899439103,0.6091746795,0.6306089744,0.6468349359,0.6366185897,0.6310096154,0.663661859,0.6677734375,0.5671073718,0.6732772436,0.6426282051,0.6310096154,0.672275641,0.694911859,0.6828926282,0.7153445513,0.7281650641,0.7259615385,0.7315705128,0.7345753205,0.733974359,0.7321714744,0.7327724359,0.7388671875,0.7371794872,0.7373798077,0.7389823718,0.7383814103,0.7371794872,0.7395833333,0.7383814103,0.7453926282,0.7399839744,0.7367788462,0.7423878205,0.7407852564
867630,0.001,0.210536859,0.2998798077,0.33984375,0.3549679487,0.3579727564,0.4545272436,0.484375,0.5086137821,0.5058092949,0.5737179487,0.5663060897,0.530849359,0.5560897436,0.5673076923,0.5985576923,0.5586939103,0.5963541667,0.586338141,0.6138671875,0.5963541667,0.5995592949,0.570713141,0.6171875,0.6055689103,0.6280048077,0.5971554487,0.6087740385,0.6504407051,0.6057692308,0.6780849359,0.6951121795,0.7007211538,0.7005208333,0.6973157051,0.7009765625,0.7025240385,0.702724359,0.7073317308,0.7025240385,0.6969150641,0.7061298077,0.7101362179,0.7019230769,0.7061298077,0.7083333333,0.7075320513,0.7079326923,0.7081330128,0.7043269231,0.7131410256
418338,0.001,0.3,0.3361378205,0.3112980769,0.3970352564,0.4338942308,0.4270833333,0.4991987179,0.5106169872,0.4603365385,0.4937900641,0.5374599359,0.5923477564,0.5452724359,0.5434695513,0.5959535256,0.5813301282,0.625,0.625400641,0.5973557692,0.6083733974,0.6047676282,0.640224359,0.655849359,0.633213141,0.5450721154,0.5845352564,0.6534455128,0.6520432692,0.6416266026,0.6951121795,0.7073317308,0.7135416667,0.7130859375,0.7165464744,0.7205528846,0.7211538462,0.7145432692,0.7173477564,0.7157451923,0.7179487179,0.7209535256,0.719150641,0.7221554487,0.7195512821,0.7179487179,0.7217548077,0.7249599359,0.7235576923,0.7228515625,0.7193509615
571500,0.001,0.1866987179,0.2407852564,0.3401442308,0.4091796875,0.4186698718,0.3689903846,0.4569310897,0.5334535256,0.4841746795,0.4627403846,0.5164262821,0.4885817308,0.5098157051,0.5717147436,0.5947516026,0.5729166667,0.5236378205,0.5302483974,0.5514823718,0.5658203125,0.5895432692,0.6308092949,0.6197916667,0.6003605769,0.6101762821,0.5893429487,0.6181891026,0.640224359,0.601963141,0.6991185897,0.7151442308,0.7181490385,0.7195512821,0.7185496795,0.7257612179,0.7244140625,0.7177483974,0.7265625,0.7235576923,0.7245592949,0.7291666667,0.7243589744,0.7249599359,0.7267628205,0.7239583333,0.726963141,0.7231570513,0.7293669872,0.7287660256,0.7289663462
