net,training_dataset,num_params,depth,lr,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20
"[C(64,5,1), C(256,1,1), D(1,6), C(64,3,1), C(64,5,1), D(2,6), C(128,5,1), C(256,3,1), D(3,6), C(64,5,1), C(128,1,1), D(4,6), C(256,1,1), C(512,1,1), D(5,6), C(256,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,2974400,13,0.0004,0.7798,0.8528,0.8626,0.8808,0.8914,0.9102,0.9106,0.9124,0.9136,0.9114,0.9168,0.918,0.9162,0.9174,0.9156,0.9164,0.9172,0.9182,0.918,0.9196
"[C(64,3,1), C(512,5,1), D(1,1), SM(10)]",svhn,7374528,3,0.0004,0.4662,0.1904,0.1952,0.208,0.2258,0.53,0.672,0.6962,0.707,0.7228,0.727,0.7292,0.7626,0.7914,0.799,0.8056,0.8046,0.806,0.8066,0.809
"[C(128,5,1), C(64,3,1), D(1,5), C(512,3,1), C(64,3,1), D(2,5), C(256,1,1), C(64,3,1), D(3,5), P(3,2), C(128,3,1), D(4,5), P(3,2), C(128,3,1), D(5,5), GAP(10), SM(10)]",svhn,1059456,12,0.0004,0.467,0.7864,0.849,0.8684,0.888,0.9066,0.9104,0.9152,0.9148,0.9156,0.9216,0.9226,0.9212,0.9252,0.9266,0.925,0.9258,0.926,0.9268,0.9268
"[C(128,5,1), P(2,2), D(1,4), C(64,5,1), C(512,1,1), D(2,4), P(2,2), C(512,1,1), D(3,4), C(512,3,1), C(64,1,1), D(4,4), GAP(10), SM(10)]",svhn,2902016,10,0.0004,0.2722,0.4338,0.6234,0.7384,0.8284,0.8544,0.865,0.8694,0.8776,0.8872,0.8906,0.8938,0.8948,0.896,0.8966,0.8992,0.8986,0.9,0.9,0.9014
"[C(512,3,1), C(512,1,1), D(1,2), C(128,3,1), C(64,1,1), D(2,2), SM(10)]",svhn,878080,5,0.0004,0.382,0.772,0.819,0.8288,0.8356,0.862,0.8642,0.8652,0.8718,0.8738,0.8798,0.8836,0.8846,0.8836,0.885,0.8862,0.8872,0.886,0.8862,0.887
"[C(64,1,1), C(512,1,1), D(1,5), C(256,3,1), C(128,3,1), D(2,5), C(64,3,1), C(128,5,1), D(3,5), C(256,5,1), P(3,2), D(4,5), C(128,5,1), C(128,3,1), D(5,5), GAP(10), SM(10)]",svhn,3573184,12,0.0004,0.3018,0.85,0.9048,0.914,0.9212,0.9384,0.9398,0.9432,0.9422,0.9402,0.9468,0.948,0.948,0.9488,0.948,0.9496,0.9502,0.9504,0.9502,0.9496
"[C(64,5,1), P(2,2), D(1,6), C(128,5,1), C(256,3,1), D(2,6), C(256,5,1), C(64,1,1), D(3,6), C(64,3,1), C(256,5,1), D(4,6), C(64,1,1), C(256,3,1), D(5,6), C(512,5,1), P(3,2), D(6,6), SM(10)]",svhn,6046400,13,0.001,0.7498,0.8542,0.8938,0.9002,0.9074,0.9278,0.9302,0.9342,0.9354,0.9354,0.9438,0.9454,0.9462,0.9452,0.947,0.9468,0.9464,0.947,0.947,0.947
"[C(256,3,1), C(256,5,1), D(1,6), C(64,5,1), C(128,1,1), D(2,6), C(256,5,1), C(64,5,1), D(3,6), C(64,5,1), P(3,2), D(4,6), C(256,3,1), C(256,3,1), D(5,6), C(512,3,1), C(64,3,1), D(6,6), SM(10)]",svhn,5643008,13,0.00016,0.683,0.8394,0.886,0.8974,0.9058,0.9188,0.9182,0.9258,0.9236,0.9274,0.929,0.9308,0.9308,0.9312,0.9328,0.9332,0.934,0.9346,0.9348,0.9348
"[C(64,1,1), C(64,3,1), D(1,1), SM(10)]",svhn,73920,3,0.0004,0.4734,0.5416,0.52,0.5546,0.5674,0.6344,0.6866,0.7038,0.7186,0.7582,0.7664,0.77,0.7696,0.7744,0.7752,0.7798,0.7814,0.7824,0.7816,0.7842
"[C(256,3,1), C(512,1,1), D(1,5), C(128,1,1), P(5,3), D(2,5), C(128,5,1), C(512,5,1), D(3,5), P(3,2), FC(512), D(4,5), SM(10)]",svhn,6707968,9,0.00016,0.4058,0.5744,0.719,0.8292,0.8476,0.8736,0.8796,0.8778,0.8862,0.8936,0.9006,0.9012,0.9034,0.907,0.9064,0.9088,0.9082,0.908,0.9082,0.9078
"[C(256,5,1), C(512,1,1), D(1,7), C(128,3,1), C(128,1,1), D(2,7), P(3,2), C(256,5,1), D(3,7), C(128,5,1), C(64,3,1), D(4,7), C(64,5,1), C(128,1,1), D(5,7), P(3,2), FC(128), D(6,7), SM(10)]",svhn,3398400,13,0.001,0.5884,0.8292,0.8712,0.884,0.8958,0.9128,0.915,0.9218,0.9258,0.9268,0.9344,0.9364,0.9366,0.9348,0.9368,0.938,0.9384,0.9384,0.9386,0.9388
"[C(128,1,1), C(128,5,1), D(1,2), P(2,2), C(128,1,1), D(2,2), SM(10)]",svhn,442752,5,0.0004,0.487,0.2694,0.54,0.553,0.6042,0.7354,0.7514,0.7818,0.7896,0.7862,0.8152,0.8088,0.814,0.8094,0.8074,0.8236,0.826,0.823,0.8252,0.8272
"[C(512,5,1), C(128,3,1), D(1,6), C(512,5,1), C(256,3,1), D(2,6), C(256,5,1), C(64,5,1), D(3,6), C(64,3,1), C(64,5,1), D(4,6), P(2,2), C(512,3,1), D(5,6), P(3,2), SM(10)]",svhn,5928448,12,0.000064,0.7034,0.8578,0.8774,0.884,0.9002,0.917,0.9204,0.9206,0.9204,0.9262,0.93,0.9322,0.9326,0.9328,0.932,0.9334,0.9336,0.9338,0.9332,0.9332
"[C(256,5,1), C(64,1,1), D(1,2), C(64,3,1), C(128,5,1), D(2,2), SM(10)]",svhn,686848,5,0.0004,0.7184,0.809,0.8422,0.864,0.8582,0.882,0.8868,0.891,0.887,0.8932,0.8962,0.8966,0.896,0.8988,0.8986,0.9014,0.9012,0.9012,0.9006,0.9006
"[C(128,5,1), C(512,5,1), D(1,6), C(256,1,1), C(512,3,1), D(2,6), C(64,5,1), C(64,5,1), D(3,6), C(64,1,1), C(128,1,1), D(4,6), C(64,5,1), C(64,5,1), D(5,6), C(64,3,1), P(3,2), D(6,6), SM(10)]",svhn,4236672,13,0.0004,0.625,0.8276,0.8564,0.8828,0.8952,0.9176,0.919,0.9186,0.9214,0.9216,0.9272,0.9262,0.928,0.9286,0.9288,0.9302,0.931,0.9292,0.9296,0.9286
"[C(256,5,1), C(64,5,1), D(1,2), C(64,5,1), C(512,1,1), D(2,2), SM(10)]",svhn,826112,5,0.000026,0.7102,0.7668,0.8084,0.823,0.8266,0.839,0.8414,0.8442,0.845,0.8464,0.8554,0.8546,0.8542,0.8558,0.8558,0.8556,0.8564,0.8568,0.8572,0.8572
"[C(256,1,1), C(64,5,1), D(1,7), C(256,3,1), C(512,3,1), D(2,7), P(3,2), C(512,3,1), D(3,7), P(2,2), C(64,1,1), D(4,7), C(128,3,1), C(256,1,1), D(5,7), P(3,2), FC(128), D(6,7), SM(10)]",svhn,4547328,13,0.00016,0.5292,0.7396,0.8018,0.856,0.8812,0.8946,0.8958,0.8998,0.9086,0.9104,0.9172,0.9178,0.9164,0.9218,0.9216,0.9214,0.9228,0.9232,0.9232,0.9234
"[C(128,5,1), C(256,5,1), D(1,2), C(64,1,1), SM(10)]",svhn,849280,4,0.00016,0.7232,0.7794,0.8034,0.8334,0.8432,0.8658,0.867,0.869,0.8702,0.8692,0.8766,0.8756,0.8768,0.8748,0.8782,0.8782,0.8768,0.8774,0.8762,0.8762
"[C(64,5,1), C(256,1,1), D(1,7), P(3,2), C(128,5,1), D(2,7), C(512,3,1), C(128,1,1), D(3,7), C(256,1,1), C(512,5,1), D(4,7), C(64,5,1), P(3,2), D(5,7), C(256,1,1), FC(256), D(6,7), SM(10)]",svhn,8917696,13,0.00016,0.566,0.825,0.8774,0.8898,0.9022,0.9218,0.9222,0.9244,0.9262,0.924,0.9308,0.9308,0.9314,0.9306,0.9328,0.9326,0.932,0.9322,0.9318,0.9326
"[C(128,1,1), C(64,3,1), D(1,6), C(64,1,1), C(256,1,1), D(2,6), C(128,5,1), C(512,5,1), D(3,6), C(256,3,1), C(64,5,1), D(4,6), C(128,5,1), P(5,3), D(5,6), C(512,5,1), C(256,5,1), D(6,6), SM(10)]",svhn,10899840,13,0.00016,0.6428,0.866,0.892,0.9168,0.907,0.9318,0.9292,0.9332,0.9332,0.9314,0.9348,0.9382,0.9378,0.9372,0.9366,0.9374,0.9374,0.938,0.9378,0.9376
"[C(512,3,1), C(256,5,1), D(1,4), P(2,2), C(128,5,1), D(2,4), P(3,2), FC(512), D(3,4), SM(10)]",svhn,7583232,7,0.000064,0.3686,0.7784,0.8386,0.8504,0.8654,0.8842,0.8926,0.8906,0.8916,0.8962,0.9008,0.8996,0.9014,0.9008,0.9034,0.9064,0.9062,0.907,0.906,0.9054
"[C(512,3,1), C(128,3,1), D(1,8), C(512,3,1), P(2,2), D(2,8), C(64,3,1), C(512,3,1), D(3,8), P(3,2), C(64,3,1), D(4,8), C(256,1,1), C(128,3,1), D(5,8), FC(512), D(6,8), FC(256), D(7,8), SM(10)]",svhn,5797376,13,0.00016,0.6916,0.8318,0.8626,0.874,0.881,0.9036,0.9074,0.909,0.9104,0.9134,0.9178,0.9176,0.919,0.919,0.9194,0.92,0.9202,0.9212,0.9216,0.9212
"[C(64,1,1), C(512,3,1), D(1,4), C(256,3,1), C(64,3,1), D(2,4), C(64,3,1), C(256,3,1), D(3,4), P(3,2), C(64,1,1), D(4,4), C(128,5,1), GAP(10), SM(10)]",svhn,2028992,11,0.0004,0.3194,0.7594,0.8598,0.888,0.9054,0.9156,0.9158,0.9238,0.9268,0.9246,0.9314,0.93,0.9308,0.9322,0.9336,0.9356,0.9356,0.9348,0.936,0.9348
"[C(128,3,1), C(512,3,1), D(1,2), C(256,3,1), SM(10)]",svhn,2362752,4,0.00016,0.6916,0.7384,0.7698,0.783,0.799,0.8276,0.8398,0.8458,0.8486,0.8502,0.8588,0.8584,0.8604,0.8618,0.8574,0.8608,0.8598,0.861,0.8608,0.8608
"[C(64,1,1), P(2,2), D(1,7), C(64,3,1), P(2,2), D(2,7), C(256,5,1), C(64,3,1), D(3,7), C(256,1,1), C(256,1,1), D(4,7), C(64,5,1), C(64,5,1), D(5,7), P(3,2), FC(512), D(6,7), SM(10)]",svhn,1745088,13,0.001,0.3656,0.7238,0.7762,0.8094,0.8346,0.8612,0.8664,0.872,0.8734,0.8804,0.885,0.8874,0.8866,0.8892,0.8924,0.8932,0.8932,0.892,0.8926,0.8906
"[C(64,5,1), P(3,2), D(1,6), C(256,3,1), C(64,1,1), D(2,6), P(3,2), C(128,1,1), D(3,6), FC(512), D(4,6), FC(256), D(5,6), SM(10)]",svhn,3584704,9,0.001,0.6138,0.72,0.757,0.7814,0.799,0.8364,0.8544,0.8678,0.8744,0.8838,0.8908,0.8956,0.8974,0.9008,0.903,0.9058,0.906,0.9054,0.905,0.9054
"[C(256,5,1), C(64,5,1), D(1,4), C(64,1,1), C(512,3,1), D(2,4), C(64,1,1), C(128,1,1), D(3,4), C(128,5,1), SM(10)]",svhn,1587968,8,0.0004,0.6492,0.7328,0.787,0.8074,0.8256,0.8538,0.8586,0.8612,0.868,0.871,0.881,0.8808,0.8822,0.8852,0.8846,0.8854,0.886,0.8866,0.8868,0.8882
"[C(512,3,1), C(256,5,1), D(1,6), C(64,5,1), C(128,3,1), D(2,6), C(64,5,1), C(256,3,1), D(3,6), C(512,5,1), C(64,5,1), D(4,6), C(128,5,1), C(64,5,1), D(5,6), C(512,5,1), C(64,5,1), D(6,6), SM(10)]",svhn,10372608,13,0.000064,0.7842,0.8582,0.8886,0.9016,0.9102,0.9208,0.9258,0.9242,0.9278,0.9266,0.9322,0.9318,0.9316,0.9322,0.931,0.9308,0.9302,0.9306,0.9302,0.9306
"[C(64,5,1), C(512,1,1), D(1,4), C(64,5,1), C(64,3,1), D(2,4), C(256,5,1), C(512,3,1), D(3,4), C(512,3,1), C(64,3,1), D(4,4), SM(10)]",svhn,5173952,9,0.00016,0.6974,0.8084,0.8734,0.8914,0.9094,0.9212,0.9208,0.923,0.927,0.9254,0.9346,0.934,0.9352,0.9356,0.9358,0.9368,0.9366,0.9368,0.938,0.9376
"[C(512,3,1), C(128,3,1), D(1,2), C(128,3,1), C(64,5,1), D(2,2), SM(10)]",svhn,1058304,5,0.000064,0.7346,0.8066,0.8236,0.8354,0.8522,0.8616,0.8668,0.8676,0.8692,0.8716,0.8778,0.8762,0.8774,0.8758,0.8772,0.8774,0.877,0.8774,0.8792,0.8782
"[C(128,1,1), C(256,5,1), D(1,6), C(256,1,1), P(3,2), D(2,6), C(256,3,1), C(64,3,1), D(3,6), C(256,5,1), C(64,3,1), D(4,6), C(128,1,1), C(64,5,1), D(5,6), C(256,3,1), C(256,1,1), D(6,6), SM(10)]",svhn,2670976,13,0.00016,0.7708,0.8502,0.8852,0.8936,0.9088,0.9142,0.9192,0.9162,0.9236,0.9236,0.9332,0.9362,0.9354,0.9362,0.9354,0.9354,0.9348,0.935,0.9356,0.9352
"[C(64,1,1), C(128,5,1), D(1,4), C(512,1,1), C(128,3,1), D(2,4), C(128,5,1), P(2,2), D(3,4), C(512,5,1), SM(10)]",svhn,9461952,8,0.000064,0.7094,0.8204,0.8492,0.8646,0.8688,0.8994,0.9026,0.9038,0.9052,0.9046,0.9162,0.9176,0.917,0.917,0.9178,0.9162,0.9176,0.9168,0.9172,0.9188
"[C(64,3,1), C(128,3,1), D(1,6), C(256,3,1), C(64,3,1), D(2,6), C(512,5,1), C(64,5,1), D(3,6), C(128,5,1), C(128,1,1), D(4,6), C(256,5,1), C(64,1,1), D(5,6), C(512,3,1), C(256,5,1), D(6,6), SM(10)]",svhn,8423104,13,0.0004,0.6956,0.764,0.8052,0.8376,0.8458,0.8808,0.8886,0.892,0.8966,0.8992,0.9078,0.909,0.9082,0.9132,0.9114,0.9148,0.9152,0.9144,0.9168,0.9166
"[C(128,1,1), C(64,5,1), D(1,6), C(256,3,1), C(128,1,1), D(2,6), C(128,5,1), C(64,1,1), D(3,6), C(512,5,1), C(512,3,1), D(4,6), C(128,5,1), C(64,1,1), D(5,6), C(128,3,1), P(5,3), D(6,6), SM(10)]",svhn,5702016,13,0.00016,0.5866,0.8494,0.8754,0.8938,0.9028,0.9142,0.9208,0.9224,0.9244,0.9232,0.9316,0.9322,0.9322,0.9336,0.9318,0.9344,0.9332,0.934,0.9336,0.9334
"[C(64,5,1), P(3,2), D(1,2), C(64,3,1), SM(10)]",svhn,78528,4,0.000064,0.2932,0.4504,0.6434,0.721,0.7578,0.7798,0.7864,0.7898,0.7934,0.7998,0.8006,0.802,0.8012,0.8036,0.804,0.8048,0.805,0.805,0.8056,0.8054
"[C(512,3,1), C(512,1,1), D(1,4), C(512,5,1), C(256,5,1), D(2,4), C(256,1,1), C(128,1,1), D(3,4), C(64,5,1), SM(10)]",svhn,10511872,8,0.0004,0.6346,0.7842,0.8066,0.8574,0.8698,0.8942,0.9,0.9034,0.9062,0.9102,0.9172,0.918,0.9174,0.9186,0.9214,0.9192,0.9182,0.9188,0.9196,0.9192
"[C(256,5,1), P(2,2), D(1,3), C(512,5,1), C(512,5,1), D(2,3), C(256,1,1), SM(10)]",svhn,10046208,6,0.00016,0.7256,0.8118,0.8484,0.8718,0.8678,0.8864,0.8876,0.8942,0.8922,0.8964,0.9054,0.9076,0.906,0.9036,0.907,0.9056,0.9054,0.9052,0.9056,0.9054
"[C(128,3,1), C(512,3,1), D(1,6), C(256,1,1), C(512,5,1), D(2,6), C(128,5,1), C(128,3,1), D(3,6), C(512,5,1), P(3,2), D(4,6), C(256,5,1), C(512,5,1), D(5,6), C(256,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,15601024,13,0.0004,0.8524,0.9126,0.9176,0.9272,0.929,0.9432,0.943,0.9456,0.9466,0.945,0.95,0.9494,0.9504,0.9512,0.9502,0.9494,0.95,0.9508,0.95,0.951
"[C(64,3,1), C(128,3,1), D(1,3), P(5,3), C(256,1,1), D(2,3), C(512,5,1), P(5,3), D(3,3), SM(10)]",svhn,3385024,7,0.0004,0.708,0.8502,0.8772,0.8936,0.8926,0.9176,0.9188,0.9182,0.918,0.9232,0.9284,0.9298,0.931,0.9304,0.9316,0.9326,0.9334,0.9334,0.9338,0.9328
"[C(64,1,1), C(64,1,1), D(1,6), C(256,5,1), C(512,5,1), D(2,6), C(64,1,1), C(64,5,1), D(3,6), C(512,3,1), P(5,3), D(4,6), C(256,1,1), C(64,5,1), D(5,6), C(256,5,1), C(64,3,1), D(6,6), SM(10)]",svhn,5255360,13,0.001,0.7182,0.8264,0.872,0.8796,0.896,0.9118,0.9158,0.9214,0.9174,0.9208,0.9248,0.9256,0.9276,0.9254,0.9268,0.9266,0.928,0.9274,0.9284,0.9276
"[C(64,5,1), P(3,2), D(1,3), C(256,5,1), C(512,5,1), D(2,3), P(3,2), SM(10)]",svhn,3691200,6,0.0004,0.7144,0.8058,0.8432,0.8516,0.8742,0.889,0.888,0.8954,0.8982,0.8984,0.9082,0.9092,0.909,0.9096,0.909,0.9098,0.9108,0.91,0.9106,0.9104
"[C(64,3,1), C(64,1,1), D(1,3), P(2,2), C(128,5,1), D(2,3), C(512,1,1), C(256,3,1), D(3,3), SM(10)]",svhn,2045632,7,0.001,0.715,0.7366,0.8046,0.8124,0.819,0.8444,0.8526,0.8592,0.8602,0.8568,0.8672,0.87,0.8704,0.8746,0.8762,0.8762,0.8752,0.8762,0.8758,0.876
"[C(64,5,1), P(5,3), D(1,4), C(512,5,1), C(512,5,1), D(2,4), C(64,5,1), C(128,5,1), D(3,4), C(256,5,1), C(128,1,1), D(4,4), C(128,5,1), GAP(10), SM(10)]",svhn,9664448,11,0.001,0.3674,0.651,0.1892,0.1892,0.3262,0.6128,0.7346,0.7842,0.8232,0.8386,0.851,0.8588,0.8578,0.8658,0.8684,0.8734,0.8758,0.8764,0.8782,0.8778
"[C(64,1,1), C(64,1,1), D(1,3), C(256,3,1), C(128,1,1), D(2,3), C(64,5,1), SM(10)]",svhn,491712,6,0.0004,0.588,0.7714,0.8234,0.818,0.8226,0.8524,0.8578,0.8582,0.8636,0.8622,0.8696,0.8704,0.8716,0.8726,0.8718,0.8718,0.8726,0.872,0.873,0.8724
"[C(64,3,1), C(512,3,1), D(1,3), C(128,1,1), C(256,1,1), D(2,3), C(256,1,1), C(64,1,1), D(3,3), SM(10)]",svhn,480960,7,0.00016,0.535,0.804,0.831,0.8486,0.8484,0.87,0.8722,0.872,0.875,0.873,0.8796,0.8802,0.8782,0.8794,0.8804,0.881,0.8806,0.8796,0.8808,0.8806
"[C(128,1,1), C(256,3,1), D(1,6), C(128,5,1), P(2,2), D(2,6), C(256,3,1), C(256,5,1), D(3,6), C(256,1,1), C(64,5,1), D(4,6), C(64,3,1), C(512,3,1), D(5,6), C(128,3,1), C(128,1,1), D(6,6), SM(10)]",svhn,4477312,13,0.0004,0.807,0.8612,0.9028,0.9036,0.9158,0.928,0.934,0.9372,0.936,0.9336,0.9408,0.943,0.9428,0.9434,0.9452,0.9444,0.945,0.9446,0.9454,0.945
"[C(128,1,1), C(128,3,1), D(1,2), C(256,1,1), C(256,3,1), D(2,2), SM(10)]",svhn,1360256,5,0.00016,0.6118,0.7172,0.7882,0.806,0.8208,0.834,0.8378,0.8372,0.8412,0.84,0.8488,0.8494,0.8524,0.853,0.8546,0.8532,0.8534,0.8532,0.8528,0.8534
"[C(64,1,1), C(128,3,1), D(1,6), C(64,3,1), C(64,5,1), D(2,6), P(2,2), C(256,1,1), D(3,6), C(128,3,1), C(64,5,1), D(4,6), C(512,3,1), C(128,3,1), D(5,6), C(64,1,1), P(3,2), D(6,6), SM(10)]",svhn,1659072,13,0.0004,0.69,0.8172,0.8668,0.8826,0.8922,0.9132,0.9144,0.9176,0.9192,0.9228,0.9272,0.9274,0.93,0.9302,0.93,0.9292,0.9284,0.9292,0.9296,0.9294
"[C(256,1,1), P(2,2), D(1,6), C(256,3,1), C(256,3,1), D(2,6), C(512,5,1), P(5,3), D(3,6), C(512,3,1), C(256,1,1), D(4,6), FC(128), D(5,6), SM(10)]",svhn,7488256,10,0.001,0.702,0.7514,0.8312,0.8612,0.8816,0.8976,0.9044,0.9094,0.9144,0.9154,0.921,0.9244,0.9252,0.9252,0.9272,0.9294,0.9296,0.9306,0.9298,0.9302
"[C(64,5,1), C(256,5,1), D(1,3), C(128,1,1), P(2,2), D(2,3), C(256,3,1), SM(10)]",svhn,1331904,6,0.001,0.6554,0.7974,0.8228,0.8418,0.8468,0.8674,0.87,0.8756,0.881,0.8862,0.8926,0.8922,0.892,0.8944,0.8954,0.8954,0.8958,0.8958,0.8966,0.8976
"[C(256,1,1), C(256,5,1), D(1,6), C(128,3,1), P(2,2), D(2,6), C(512,3,1), C(64,3,1), D(3,6), P(2,2), C(256,1,1), D(4,6), C(512,3,1), C(128,5,1), D(5,6), C(128,5,1), C(64,1,1), D(6,6), SM(10)]",svhn,6075136,13,0.0004,0.4596,0.8194,0.883,0.8872,0.9074,0.9272,0.9274,0.9292,0.934,0.9326,0.9368,0.9374,0.9392,0.9392,0.94,0.942,0.942,0.9424,0.942,0.9418
"[C(256,3,1), C(64,3,1), D(1,3), P(2,2), C(256,1,1), D(2,3), C(128,3,1), P(2,2), D(3,3), SM(10)]",svhn,465664,7,0.0004,0.697,0.7566,0.8018,0.813,0.8356,0.8522,0.853,0.8618,0.8628,0.8614,0.862,0.8626,0.866,0.8628,0.8632,0.8666,0.8654,0.8652,0.8658,0.8674
"[C(64,5,1), C(512,3,1), D(1,6), P(3,2), C(256,3,1), D(2,6), C(512,5,1), P(3,2), D(3,6), FC(512), D(4,6), FC(512), D(5,6), SM(10)]",svhn,18125504,9,0.0004,0.8528,0.887,0.891,0.9152,0.9202,0.9346,0.9326,0.937,0.9364,0.9428,0.9454,0.948,0.9476,0.9468,0.9472,0.9474,0.9482,0.9472,0.947,0.9484
"[C(512,1,1), C(128,3,1), D(1,2), C(64,3,1), SM(10)]",svhn,701952,4,0.0004,0.6544,0.7362,0.771,0.7666,0.8018,0.8292,0.8314,0.8474,0.85,0.8358,0.8524,0.849,0.8514,0.852,0.8526,0.8548,0.8556,0.8546,0.8558,0.8544
"[C(512,5,1), C(64,1,1), D(1,6), C(128,1,1), C(64,5,1), D(2,6), C(512,1,1), P(5,3), D(3,6), C(128,5,1), C(128,5,1), D(4,6), C(256,1,1), C(64,5,1), D(5,6), C(256,3,1), SM(10)]",svhn,3544576,12,0.00016,0.7592,0.8448,0.8708,0.8706,0.8842,0.9132,0.9118,0.9112,0.9144,0.9172,0.9206,0.9206,0.9204,0.9216,0.9228,0.9222,0.9222,0.9228,0.9226,0.9226
"[C(512,1,1), C(512,1,1), D(1,7), P(3,2), C(256,5,1), D(2,7), C(512,5,1), C(256,5,1), D(3,7), P(2,2), C(512,3,1), D(4,7), C(256,3,1), C(256,1,1), D(5,7), C(512,1,1), FC(512), D(6,7), SM(10)]",svhn,25757184,13,0.00016,0.4006,0.8074,0.8574,0.8604,0.8816,0.8996,0.9018,0.9066,0.9088,0.9076,0.9124,0.9142,0.9176,0.9164,0.9168,0.9168,0.9168,0.9168,0.917,0.9178
"[C(128,3,1), C(128,1,1), D(1,6), P(5,3), C(64,1,1), D(2,6), C(512,1,1), C(64,5,1), D(3,6), C(128,1,1), C(256,5,1), D(4,6), C(128,5,1), C(256,5,1), D(5,6), C(64,5,1), C(128,1,1), D(6,6), SM(10)]",svhn,3779968,13,0.0004,0.296,0.7852,0.8642,0.8762,0.8822,0.9064,0.9098,0.9114,0.915,0.9134,0.9208,0.9198,0.9196,0.9208,0.9206,0.923,0.9218,0.922,0.9216,0.9218
"[C(512,5,1), C(64,3,1), D(1,6), C(64,3,1), C(512,3,1), D(2,6), C(256,1,1), C(512,5,1), D(3,6), C(256,3,1), P(2,2), D(4,6), C(512,5,1), C(128,5,1), D(5,6), P(5,3), C(256,3,1), D(6,6), SM(10)]",svhn,11052544,13,0.001,0.8088,0.88,0.8878,0.8978,0.91,0.9298,0.9334,0.9328,0.9354,0.9318,0.9438,0.9442,0.9448,0.9452,0.9442,0.9474,0.9472,0.9476,0.948,0.9478
"[C(512,5,1), C(128,3,1), D(1,5), C(256,1,1), P(3,2), D(2,5), C(128,1,1), C(64,3,1), D(3,5), C(256,5,1), C(512,1,1), D(4,5), C(128,1,1), SM(10)]",svhn,1390080,10,0.0004,0.701,0.8268,0.8526,0.8602,0.8892,0.9044,0.9036,0.9058,0.906,0.9088,0.9124,0.9134,0.9176,0.9162,0.916,0.9176,0.9172,0.9172,0.9168,0.9172
"[C(128,5,1), C(512,1,1), D(1,6), C(128,1,1), C(128,5,1), D(2,6), C(256,1,1), C(256,1,1), D(3,6), C(256,1,1), C(256,5,1), D(4,6), P(3,2), C(256,3,1), D(5,6), P(2,2), SM(10)]",svhn,2942336,12,0.00016,0.801,0.8648,0.8794,0.892,0.9042,0.9132,0.9176,0.9144,0.9156,0.9184,0.9222,0.9224,0.9238,0.9248,0.925,0.9262,0.9258,0.9258,0.9256,0.9258
"[C(512,5,1), C(64,1,1), D(1,6), C(256,1,1), C(256,3,1), D(2,6), C(128,3,1), C(64,5,1), D(3,6), C(512,1,1), C(64,1,1), D(4,6), C(128,3,1), C(256,1,1), D(5,6), C(512,5,1), C(256,3,1), D(6,6), SM(10)]",svhn,6395392,13,0.0004,0.7908,0.8462,0.8682,0.8856,0.8992,0.9096,0.9092,0.9116,0.916,0.9216,0.9224,0.9224,0.9214,0.9202,0.9224,0.9226,0.923,0.9234,0.9248,0.924
"[C(256,3,1), C(64,1,1), D(1,6), C(256,3,1), P(5,3), D(2,6), C(64,5,1), C(128,3,1), D(3,6), C(256,5,1), P(2,2), D(4,6), C(512,3,1), C(64,3,1), D(5,6), C(256,3,1), C(256,1,1), D(6,6), SM(10)]",svhn,3226368,13,0.0004,0.7162,0.8744,0.8898,0.9096,0.9114,0.9198,0.9218,0.9238,0.9282,0.9284,0.9348,0.9358,0.9358,0.9368,0.9362,0.937,0.9366,0.9376,0.9378,0.9376
"[C(128,5,1), P(2,2), D(1,6), C(64,3,1), C(128,5,1), D(2,6), P(2,2), C(512,3,1), D(3,6), C(64,5,1), C(256,1,1), D(4,6), C(128,5,1), C(128,5,1), D(5,6), C(128,1,1), SM(10)]",svhn,2975104,12,0.00016,0.817,0.8884,0.9052,0.9074,0.9138,0.9306,0.9326,0.9358,0.9366,0.9352,0.941,0.9432,0.943,0.9424,0.944,0.9426,0.9422,0.9426,0.9426,0.9428
"[C(128,3,1), P(2,2), D(1,5), C(256,3,1), C(64,5,1), D(2,5), C(512,1,1), C(64,3,1), D(3,5), C(512,3,1), C(256,5,1), D(4,5), C(128,1,1), SM(10)]",svhn,4656512,10,0.000064,0.6194,0.791,0.8492,0.8628,0.8892,0.9046,0.9068,0.911,0.9116,0.914,0.914,0.9148,0.9154,0.9158,0.916,0.9178,0.9166,0.9166,0.9166,0.9182
"[C(512,3,1), C(128,1,1), D(1,3), P(2,2), C(512,1,1), D(2,3), C(512,1,1), SM(10)]",svhn,669184,6,0.001,0.5228,0.6796,0.6868,0.6274,0.6906,0.719,0.7198,0.7226,0.7082,0.7232,0.7294,0.7264,0.728,0.726,0.729,0.7284,0.728,0.7304,0.7282,0.729
